index, x, y, layer, weight, rho, delta, nh, isSeed, clusterId
180, -78.340, -19.300, 0, 1.000, 0.000,     0, 0, 0, 0
181, 196.290, -161.090, 0, 1.000, 0.000,     0, 0, 0, 0
182, 165.150, -146.080, 0, 1.000, 0.000,     0, 0, 0, 0
183, 153.430, -138.480, 0, 1.000, 0.000,     0, 0, 0, 0
184, -61.840, -68.620, 0, 1.000, 0.000,     0, 0, 0, 0
185, -67.680, 91.940, 0, 1.000, 0.000,     0, 0, 0, 0
186, -1.600, -129.200, 0, 1.000, 0.000,     0, 0, 0, 0
187, 105.530, -45.280, 0, 1.000, 0.000,     0, 0, 0, 0
188, -96.900, 107.960, 0, 1.000, 0.000,     0, 0, 0, 0
189, 87.980, -3.820, 0, 1.000, 0.000,     0, 0, 0, 0
190, 123.170, -88.320, 0, 1.000, 0.000,     0, 0, 0, 0
191, 116.590, -93.140, 0, 1.000, 0.000,     0, 0, 0, 0
192, -96.110, 135.700, 0, 1.000, 0.000,     0, 0, 0, 0
193, -100.890, 108.220, 0, 1.000, 0.000,     0, 0, 0, 0
194, -98.050, -3.290, 0, 1.000, 0.000,     0, 0, 0, 0
195, -68.000, -74.750, 0, 1.000, 0.000,     0, 0, 0, 0
196, -13.030, -77.270, 0, 1.000, 0.000,     0, 0, 0, 0
197, -98.140, -16.140, 0, 1.000, 0.000,     0, 0, 0, 0
198, -69.930, 89.410, 0, 1.000, 0.000,     0, 0, 0, 0
199, 111.240, -88.920, 0, 1.000, 0.000,     0, 0, 0, 0
200, -73.400, -31.430, 0, 1.000, 0.000,     0, 0, 0, 0
201, 167.180, -144.110, 0, 1.000, 0.000,     0, 0, 0, 0
202, -112.840, 147.990, 0, 1.000, 0.000,     0, 0, 0, 0
203, -156.690, 65.570, 0, 1.000, 0.000,     0, 0, 0, 0
204, 107.560, -90.690, 0, 1.000, 0.000,     0, 0, 0, 0
205, 128.650, -87.660, 0, 1.000, 0.000,     0, 0, 0, 0
206, -11.530, -112.070, 0, 1.000, 0.000,     0, 0, 0, 0
207, -90.010, 120.170, 0, 1.000, 0.000,     0, 0, 0, 0
208, 99.220, -52.420, 0, 1.000, 0.000,     0, 0, 0, 0
209, -110.730, 123.560, 0, 1.000, 0.000,     0, 0, 0, 0
210, -11.680, -82.840, 0, 1.000, 0.000,     0, 0, 0, 0
211, -9.500, 2.290, 0, 1.000, 0.000,     0, 0, 0, 0
212, 118.010, -59.340, 0, 1.000, 0.000,     0, 0, 0, 0
213, -97.360, 99.070, 0, 1.000, 0.000,     0, 0, 0, 0
214, 169.390, -136.180, 0, 1.000, 0.000,     0, 0, 0, 0
215, -131.640, 169.640, 0, 1.000, 0.000,     0, 0, 0, 0
216, 135.930, -113.760, 0, 1.000, 0.000,     0, 0, 0, 0
217, -22.600, -124.180, 0, 1.000, 0.000,     0, 0, 0, 0
218, -55.540, -54.640, 0, 1.000, 0.000,     0, 0, 0, 0
219, -41.480, 59.740, 0, 1.000, 0.000,     0, 0, 0, 0
220, -18.600, -90.090, 0, 1.000, 0.000,     0, 0, 0, 0
221, 169.610, -159.940, 0, 1.000, 0.000,     0, 0, 0, 0
222, -143.550, 51.670, 0, 1.000, 0.000,     0, 0, 0, 0
223, 136.610, -57.860, 0, 1.000, 0.000,     0, 0, 0, 0
224, -53.180, 66.790, 0, 1.000, 0.000,     0, 0, 0, 0
225, -76.960, 113.810, 0, 1.000, 0.000,     0, 0, 0, 0
226, -41.430, 78.100, 0, 1.000, 0.000,     0, 0, 0, 0
227, 96.360, -44.580, 0, 1.000, 0.000,     0, 0, 0, 0
228, -172.040, 96.520, 0, 1.000, 0.000,     0, 0, 0, 0
229, -93.900, 31.420, 0, 1.000, 0.000,     0, 0, 0, 0
230, 0.570, 0.080, 0, 1.000, 0.000,     0, 0, 0, 0
231, 122.890, -73.610, 0, 1.000, 0.000,     0, 0, 0, 0
232, -116.600, 150.560, 0, 1.000, 0.000,     0, 0, 0, 0
233, -43.940, 51.920, 0, 1.000, 0.000,     0, 0, 0, 0
234, -69.340, -40.850, 0, 1.000, 0.000,     0, 0, 0, 0
235, 130.700, -79.870, 0, 1.000, 0.000,     0, 0, 0, 0
236, -52.840, 85.890, 0, 1.000, 0.000,     0, 0, 0, 0
237, -111.370, 71.510, 0, 1.000, 0.000,     0, 0, 0, 0
238, -91.000, 110.310, 0, 1.000, 0.000,     0, 0, 0, 0
239, -86.020, 121.200, 0, 1.000, 0.000,     0, 0, 0, 0
240, -34.400, 50.050, 0, 1.000, 0.000,     0, 0, 0, 0
241, -122.810, 41.730, 0, 1.000, 0.000,     0, 0, 0, 0
242, -13.560, 20.120, 0, 1.000, 0.000,     0, 0, 0, 0
243, -104.280, 30.970, 0, 1.000, 0.000,     0, 0, 0, 0
244, -111.990, 162.240, 0, 1.000, 0.000,     0, 0, 0, 0
245, -83.000, 111.910, 0, 1.000, 0.000,     0, 0, 0, 0
246, -89.190, -17.590, 0, 1.000, 0.000,     0, 0, 0, 0
247, -27.620, -102.040, 0, 1.000, 0.000,     0, 0, 0, 0
248, -44.240, -67.950, 0, 1.000, 0.000,     0, 0, 0, 0
249, 196.560, -163.330, 0, 1.000, 0.000,     0, 0, 0, 0
250, -112.020, 2.440, 0, 1.000, 0.000,     0, 0, 0, 0
251, 174.820, -161.840, 0, 1.000, 0.000,     0, 0, 0, 0
252, -122.960, 53.640, 0, 1.000, 0.000,     0, 0, 0, 0
253, -157.200, 68.300, 0, 1.000, 0.000,     0, 0, 0, 0
254, -64.490, 56.670, 0, 1.000, 0.000,     0, 0, 0, 0
255, -20.420, 22.190, 0, 1.000, 0.000,     0, 0, 0, 0
256, 107.100, -72.750, 0, 1.000, 0.000,     0, 0, 0, 0
257, -98.890, 6.470, 0, 1.000, 0.000,     0, 0, 0, 0
258, 111.290, -87.370, 0, 1.000, 0.000,     0, 0, 0, 0
259, -182.070, 114.450, 0, 1.000, 0.000,     0, 0, 0, 0
260, -112.330, 30.380, 0, 1.000, 0.000,     0, 0, 0, 0
261, -83.240, 138.860, 0, 1.000, 0.000,     0, 0, 0, 0
262, -42.450, -72.040, 0, 1.000, 0.000,     0, 0, 0, 0
263, 159.400, -104.100, 0, 1.000, 0.000,     0, 0, 0, 0
264, -100.320, 136.130, 0, 1.000, 0.000,     0, 0, 0, 0
265, -13.280, -146.460, 0, 1.000, 0.000,     0, 0, 0, 0
266, -16.170, -86.150, 0, 1.000, 0.000,     0, 0, 0, 0
267, 121.720, -80.220, 0, 1.000, 0.000,     0, 0, 0, 0
268, -92.590, 106.120, 0, 1.000, 0.000,     0, 0, 0, 0
269, -111.740, 177.710, 0, 1.000, 0.000,     0, 0, 0, 0
270, 122.230, -63.030, 0, 1.000, 0.000,     0, 0, 0, 0
271, -82.710, 89.980, 0, 1.000, 0.000,     0, 0, 0, 0
272, -66.160, -1.400, 0, 1.000, 0.000,     0, 0, 0, 0
273, -98.870, 126.970, 0, 1.000, 0.000,     0, 0, 0, 0
274, -131.840, 167.590, 0, 1.000, 0.000,     0, 0, 0, 0
275, -96.970, -10.620, 0, 1.000, 0.000,     0, 0, 0, 0
276, 181.540, -144.650, 0, 1.000, 0.000,     0, 0, 0, 0
277, -61.030, 94.440, 0, 1.000, 0.000,     0, 0, 0, 0
278, -29.170, 55.730, 0, 1.000, 0.000,     0, 0, 0, 0
279, -53.710, -81.380, 0, 1.000, 0.000,     0, 0, 0, 0
280, 115.470, -63.380, 0, 1.000, 0.000,     0, 0, 0, 0
281, -34.450, -81.400, 0, 1.000, 0.000,     0, 0, 0, 0
282, 107.590, -58.000, 0, 1.000, 0.000,     0, 0, 0, 0
283, -28.160, -87.080, 0, 1.000, 0.000,     0, 0, 0, 0
284, 128.650, -98.740, 0, 1.000, 0.000,     0, 0, 0, 0
285, -116.680, 45.890, 0, 1.000, 0.000,     0, 0, 0, 0
286, -50.520, 47.210, 0, 1.000, 0.000,     0, 0, 0, 0
287, -142.110, 65.600, 0, 1.000, 0.000,     0, 0, 0, 0
288, -13.070, 15.060, 0, 1.000, 0.000,     0, 0, 0, 0
289, 134.530, -106.740, 0, 1.000, 0.000,     0, 0, 0, 0
290, 169.580, -115.970, 0, 1.000, 0.000,     0, 0, 0, 0
291, -49.810, 76.500, 0, 1.000, 0.000,     0, 0, 0, 0
292, -95.970, 117.570, 0, 1.000, 0.000,     0, 0, 0, 0
293, -204.520, 134.430, 0, 1.000, 0.000,     0, 0, 0, 0
294, -79.170, 88.830, 0, 1.000, 0.000,     0, 0, 0, 0
295, 152.200, -132.190, 0, 1.000, 0.000,     0, 0, 0, 0
296, 10.340, -20.980, 0, 1.000, 0.000,     0, 0, 0, 0
297, -52.920, -63.720, 0, 1.000, 0.000,     0, 0, 0, 0
298, 152.410, -123.180, 0, 1.000, 0.000,     0, 0, 0, 0
299, -4.210, -5.670, 0, 1.000, 0.000,     0, 0, 0, 0
300, -87.090, -1.370, 0, 1.000, 0.000,     0, 0, 0, 0
301, -7.640, -145.590, 0, 1.000, 0.000,     0, 0, 0, 0
302, -105.760, 27.590, 0, 1.000, 0.000,     0, 0, 0, 0
303, -64.980, -45.490, 0, 1.000, 0.000,     0, 0, 0, 0
304, 123.820, -73.610, 0, 1.000, 0.000,     0, 0, 0, 0
305, -92.790, 105.030, 0, 1.000, 0.000,     0, 0, 0, 0
306, 138.230, -120.050, 0, 1.000, 0.000,     0, 0, 0, 0
307, -87.700, 97.690, 0, 1.000, 0.000,     0, 0, 0, 0
308, -91.910, 9.040, 0, 1.000, 0.000,     0, 0, 0, 0
309, -73.850, -33.940, 0, 1.000, 0.000,     0, 0, 0, 0
310, -121.180, 34.390, 0, 1.000, 0.000,     0, 0, 0, 0
311, -97.800, 17.150, 0, 1.000, 0.000,     0, 0, 0, 0
312, -66.120, -44.960, 0, 1.000, 0.000,     0, 0, 0, 0
313, -51.530, -41.860, 0, 1.000, 0.000,     0, 0, 0, 0
314, -161.710, 72.630, 0, 1.000, 0.000,     0, 0, 0, 0
315, -102.790, 4.480, 0, 1.000, 0.000,     0, 0, 0, 0
316, -73.210, -27.550, 0, 1.000, 0.000,     0, 0, 0, 0
317, -80.250, 116.600, 0, 1.000, 0.000,     0, 0, 0, 0
318, -87.290, 4.580, 0, 1.000, 0.000,     0, 0, 0, 0
319, 48.370, -29.290, 0, 1.000, 0.000,     0, 0, 0, 0
320, -83.280, -18.250, 0, 1.000, 0.000,     0, 0, 0, 0
321, 159.490, -142.830, 0, 1.000, 0.000,     0, 0, 0, 0
322, 184.870, -141.480, 0, 1.000, 0.000,     0, 0, 0, 0
323, -103.990, -10.870, 0, 1.000, 0.000,     0, 0, 0, 0
324, -37.690, 54.060, 0, 1.000, 0.000,     0, 0, 0, 0
325, 141.770, -104.390, 0, 1.000, 0.000,     0, 0, 0, 0
326, -78.680, 107.560, 0, 1.000, 0.000,     0, 0, 0, 0
327, 133.270, -100.190, 0, 1.000, 0.000,     0, 0, 0, 0
328, -98.760, 31.110, 0, 1.000, 0.000,     0, 0, 0, 0
329, -92.530, -10.900, 0, 1.000, 0.000,     0, 0, 0, 0
330, -39.230, 72.610, 0, 1.000, 0.000,     0, 0, 0, 0
331, -109.200, 151.920, 0, 1.000, 0.000,     0, 0, 0, 0
332, 110.960, -59.640, 0, 1.000, 0.000,     0, 0, 0, 0
333, -70.160, -44.340, 0, 1.000, 0.000,     0, 0, 0, 0
334, -20.620, 39.230, 0, 1.000, 0.000,     0, 0, 0, 0
335, -78.280, 112.460, 0, 1.000, 0.000,     0, 0, 0, 0
336, -68.870, 4.100, 0, 1.000, 0.000,     0, 0, 0, 0
337, -46.760, 45.510, 0, 1.000, 0.000,     0, 0, 0, 0
338, -38.080, -45.510, 0, 1.000, 0.000,     0, 0, 0, 0
339, -90.230, 135.380, 0, 1.000, 0.000,     0, 0, 0, 0
340, 104.880, -59.100, 0, 1.000, 0.000,     0, 0, 0, 0
341, 181.240, -166.280, 0, 1.000, 0.000,     0, 0, 0, 0
342, -45.690, 79.500, 0, 1.000, 0.000,     0, 0, 0, 0
343, 137.570, -104.610, 0, 1.000, 0.000,     0, 0, 0, 0
344, -84.510, 105.990, 0, 1.000, 0.000,     0, 0, 0, 0
345, 147.700, -95.770, 0, 1.000, 0.000,     0, 0, 0, 0
346, 220.180, -191.470, 0, 1.000, 0.000,     0, 0, 0, 0
347, -120.490, 138.750, 0, 1.000, 0.000,     0, 0, 0, 0
348, 122.300, -83.360, 0, 1.000, 0.000,     0, 0, 0, 0
349, 129.860, -102.860, 0, 1.000, 0.000,     0, 0, 0, 0
350, -127.890, 30.700, 0, 1.000, 0.000,     0, 0, 0, 0
351, -71.550, 71.000, 0, 1.000, 0.000,     0, 0, 0, 0
352, -67.270, 88.310, 0, 1.000, 0.000,     0, 0, 0, 0
353, 112.300, -75.990, 0, 1.000, 0.000,     0, 0, 0, 0
354, -26.050, 33.520, 0, 1.000, 0.000,     0, 0, 0, 0
355, -16.380, -62.490, 0, 1.000, 0.000,     0, 0, 0, 0
356, 138.050, -97.240, 0, 1.000, 0.000,     0, 0, 0, 0
357, -56.550, -49.160, 0, 1.000, 0.000,     0, 0, 0, 0
358, -37.380, 78.890, 0, 1.000, 0.000,     0, 0, 0, 0
359, -39.680, 93.560, 0, 1.000, 0.000,     0, 0, 0, 0
360, -147.350, 87.050, 0, 1.000, 0.000,     0, 0, 0, 0
361, -93.710, 108.330, 0, 1.000, 0.000,     0, 0, 0, 0
362, 134.920, -78.300, 0, 1.000, 0.000,     0, 0, 0, 0
363, -32.370, 50.630, 0, 1.000, 0.000,     0, 0, 0, 0
364, -75.740, 67.490, 0, 1.000, 0.000,     0, 0, 0, 0
365, -99.440, 1.930, 0, 1.000, 0.000,     0, 0, 0, 0
366, -108.630, -12.240, 0, 1.000, 0.000,     0, 0, 0, 0
367, 0.150, 25.380, 0, 1.000, 0.000,     0, 0, 0, 0
368, -106.700, 160.490, 0, 1.000, 0.000,     0, 0, 0, 0
369, 194.170, -184.410, 0, 1.000, 0.000,     0, 0, 0, 0
370, -118.070, 24.640, 0, 1.000, 0.000,     0, 0, 0, 0
371, -75.320, -29.200, 0, 1.000, 0.000,     0, 0, 0, 0
372, -83.690, 116.620, 0, 1.000, 0.000,     0, 0, 0, 0
373, -56.180, 92.370, 0, 1.000, 0.000,     0, 0, 0, 0
374, 150.380, -105.590, 0, 1.000, 0.000,     0, 0, 0, 0
375, -64.700, 91.660, 0, 1.000, 0.000,     0, 0, 0, 0
